image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,direct_activation_evidence,direct_arousal_gate,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_activation_evidence,skill_arousal_gate,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/2391.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""smiling faces"", ""holding a large fish"", ""posed celebratory interaction""]",,7.0,4.5,0.75,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0625,-0.125,,,,,,,,,,,5.938,3.331,21.681,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2395.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,8.2,5.8,0.9,0.6,"[""intense, wide smiles showing teeth"", ""close physical contact and embrace"", ""direct eye contact with viewer""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0875,-0.1625,,,,,,,,,,,6.499,3.397,23.031,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2399.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,6.5,0.3125,0.6875,"[""intense facial expression of pain/discomfort"", ""hand pressing forehead indicating physical distress""]",,3.0,4.5,0.25,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0625,-0.25,,,,,,,,,,,6.745,3.398,16.355,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2435.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,6.5,0.6875,0.6875,"[""upward gaze of child and woman with open mouths"", ""motion blur of figures in background""]",,6.5,5.5,0.6875,0.5625,strong,"[""open-mouthed upward gaze"", ""wide-eyed wonder expression""]",,0.0,-0.125,,,,,,,,,,,6.362,3.703,20.979,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2445.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,4.5,0.6875,0.4375,"[""gentle manual manipulation of foot in water""]",,2.5,4.8,0.1875,0.475,strong,"[""visible organic contamination in water"", ""wetness and discoloration on skin""]",,-0.5,0.0375,,,,,,,,,,,6.762,3.253,17.181,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2457.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,6.5,0.25,0.6875,"[""intense facial expression of crying"", ""hand covering eye"", ""open mouth in vocalization""]",,2.8,6.0,0.225,0.625,strong,"[""open-mouth crying"", ""furrowed brow"", ""closed eyes""]",,-0.025,-0.0625,,,,,,,,,,,6.334,3.606,21.901,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2485.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; human present without consequential event or strong visual cue.,False,0.99,,,6.5,4.5,0.6875,0.4375,[],,6.5,4.5,0.6875,0.4375,,[],,0.0,0.0,,,,,,,,,,,6.623,3.416,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2490.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible beyond neutral human presence.,False,0.99,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.942,2.988,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2499.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.0,5.0,0.75,0.5,"[""intense facial expression with crinkled eyes and smile""]",,7.0,4.5,0.75,0.4375,strong,[],,0.0,-0.0625,,,,,,,,,,,6.583,3.439,18.871,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2510.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.0,0.8125,0.375,[],,7.2,4.5,0.775,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,-0.0375,0.0625,,,,,,,,,,,5.368,3.556,19.343,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2514.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,6.5,4.5,0.6875,0.4375,[],,5.0,4.5,0.5,0.4375,partial,[],,-0.1875,0.0,,,,,,,,,,,6.323,3.284,20.564,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2520.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral elderly portrait with no clear affective mechanism or consequential event.,False,0.99,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,,[],,0.0,0.0,,,,,,,,,,,7.567,3.186,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2540.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.8,,,7.0,4.5,0.75,0.4375,[],,7.0,4.5,0.75,0.4375,,[],,0.0,0.0,,,,,,,,,,,6.124,3.297,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2575.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.9,,,6.5,5.5,0.6875,0.5625,"[""intense focused facial expression"", ""close proximity to large object"", ""strong directional lighting highlighting textures""]",,6.5,5.5,0.6875,0.5625,,"[""intense focused facial expression"", ""close proximity to large object"", ""strong directional lighting highlighting textures""]",,0.0,0.0,,,,,,,,,,,6.636,3.37,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2593.jpg,,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,4.5,0.6875,0.4375,[],,6.5,3.5,0.6875,0.3125,strong,[],,0.0,-0.125,,,,,,,,,,,5.587,3.687,24.556,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2598.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.5,0.8125,0.5625,"[""smiling faces of woman and children"", ""children engaged with produce"", ""bright, warm lighting""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.294,3.619,22.534,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2616.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.9,,,6.5,6.5,0.6875,0.6875,"[""intense facial expression"", ""dynamic motion blur"", ""high-contrast lighting""]",,6.5,6.5,0.6875,0.6875,,"[""intense facial expression"", ""dynamic motion blur"", ""high-contrast lighting""]",,0.0,0.0,,,,,,,,,,,6.172,3.454,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2650.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,"[""child's direct gaze"", ""holding ice cream cone""]",,5.0,4.5,0.5,0.4375,strong,[],,-0.25,-0.0625,,,,,,,,,,,6.338,3.919,17.612,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2681.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],arousal 5.0 capped to 4.5: empty activation_evidence,5.0,4.5,0.5,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,0.0,,,,,,,,,,,6.24,3.595,17.636,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2690.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,3.5,6.8,0.3125,0.725,"[""imminent threat implied by masked figure"", ""intense red lighting suggesting danger or violence"", ""close threatening proximity of figure to viewer""]",,2.5,6.8,0.1875,0.725,strong,"[""hooded figure with obscured face"", ""intense red background suggesting danger or violence""]",,-0.125,0.0,,,,,,,,,,,7.044,3.77,19.292,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2695.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,"[""people crowded on trucks, suggesting movement or transit"", ""individuals standing or sitting near vehicles in active desert environment""]",,3.5,5.5,0.3125,0.5625,strong,"[""overcrowded trucks with people stacked high"", ""people sitting on top of vehicles"", ""desert setting implies travel under duress""]",,-0.1875,0.0625,,,,,,,,,,,7.14,3.516,21.714,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2704.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,6.5,0.5,0.6875,"[""intense facial expressions of exertion or shouting"", ""visible physical strain and tension in posture"", ""group dynamic suggesting high-stakes performance or confrontation""]",,3.5,6.8,0.3125,0.725,strong,"[""open-mouthed screaming"", ""wide-eyed alarm"", ""tense jaw and brow furrowing""]",,-0.1875,0.0375,,,,,,,,,,,7.109,3.637,21.701,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2717.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,"[""visible injection action""]",,4.5,4.5,0.4375,0.4375,partial,[],,-0.0625,-0.0625,,,,,,,,,,,4.944,3.172,22.921,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2730.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.6875,0.5625,"[""child leaning into animal with focused physical contact"", ""intimate interaction between human and animal""]",,5.0,4.5,0.5,0.4375,strong,[],,-0.1875,-0.125,,,,,,,,,,,6.799,3.159,20.695,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2750.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,3.5,5.5,0.3125,0.5625,"[""man drinking from bottle with mouth open"", ""intense facial expression with visible strain""]",,3.0,4.5,0.25,0.4375,strong,[],,-0.0625,-0.125,,,,,,,,,,,6.755,3.514,19.268,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2770.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.5,5.5,0.3125,0.5625,"[""intense facial expression with open mouth and bared teeth"", ""raised hands suggesting dramatic or threatening posture""]",,3.0,6.0,0.25,0.625,strong,"[""open-mouthed expression with visible teeth"", ""wide eye holes suggesting alarm""]",,-0.0625,0.0625,,,,,,,,,,,6.942,3.324,22.897,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2799.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,7.5,0.25,0.8125,"[""intense facial expressions of grief and anguish"", ""physical closeness and emotional intensity of crowd surrounding person"", ""visible motion implied by reaching hands and strained postures""]",,2.5,4.5,0.1875,0.4375,strong,[],,-0.0625,-0.375,,,,,,,,,,,7.845,3.476,21.459,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2830.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,"[""intense direct gaze"", ""wide eyes"", ""tense facial expression""]",,3.5,6.5,0.3125,0.6875,strong,"[""wide-eyed stare"", ""tense mouth"", ""intense gaze""]",,-0.1875,0.1875,,,,,,,,,,,6.731,3.564,21.969,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2880.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,0.0,0.0,,,,,,,,,,,6.062,3.589,19.899,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2902.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""intense facial expression with wide smile and visible teeth""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,5.958,3.392,21.718,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3001.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""imminent threat: body lying on train tracks with visible blood and trauma"", ""close threatening proximity: person positioned directly under active railway infrastructure"", ""uncontrollable force: implied train impact or collision""]",,2.5,4.2,0.1875,0.4,strong,[],,0.125,-0.5375,,,,,,,,,,,7.924,3.361,19.244,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3015.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.7,0.0625,0.9625,"[""visible blood and body trauma"", ""imminent threat from violent event"", ""deceased human subject""]",,2.5,4.5,0.1875,0.4375,strong,[],,0.125,-0.525,,,,,,,,,,,6.956,3.514,18.297,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3022.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,6.5,0.5,0.6875,"[""intense facial expression with open mouth and strained features"", ""hands pressed against a surface suggesting physical exertion or emotional release"", ""high-contrast lighting and color saturation indicating heightened emotional state""]",,6.5,6.8,0.6875,0.725,strong,"[""open-mouthed scream"", ""wide-open eyes"", ""tense facial muscles""]",,0.1875,0.0375,,,,,,,,,,,7.944,3.462,21.254,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3059.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible severe facial trauma"", ""blood and tissue damage"", ""imminent threat implied by injury""]",,1.5,5.8,0.0625,0.6,strong,"[""exposed tissue"", ""wetness"", ""oozing fluids"", ""mutilation""]",,0.0,-0.3375,,,,,,,,,,,6.343,3.29,17.132,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3063.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible severe bodily trauma"", ""imminent threat implied by injury"", ""intense visual display of violence""]",,1.5,5.5,0.0625,0.5625,strong,"[""exposed tissue"", ""wounds"", ""blood contamination""]",,0.0,-0.375,,,,,,,,,,,7.309,3.339,16.803,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3071.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible severe injury with blood and tissue exposure"", ""imminent threat implied by trauma"", ""intense visual focus on violent bodily harm""]",,1.5,5.8,0.0625,0.6,strong,"[""fresh exposed tissue"", ""pooled blood"", ""wound with oozing fluid""]",,0.0,-0.3375,,,,,,,,,,,7.124,3.188,16.044,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3102.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible blood and trauma"", ""medical tube in nose"", ""person lying motionless on gurney""]",,1.5,5.8,0.0625,0.6,strong,"[""widespread bodily contamination"", ""fresh blood"", ""exposed tissue""]",,0.0,-0.3375,,,,,,,,,,,7.097,3.189,15.238,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3130.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible blood and trauma"", ""distorted facial expression"", ""imminent threat implied by injury""]",,1.5,5.8,0.0625,0.6,strong,"[""fresh exposed tissue"", ""pooled blood"", ""widespread contamination""]",,0.0,-0.3375,,,,,,,,,,,6.726,3.272,16.782,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3160.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism visible beyond neutral facial expression and skin texture.,False,0.99,,,5.0,4.5,0.5,0.4375,[],arousal 5.0 capped to 4.5: empty activation_evidence,5.0,4.5,0.5,0.4375,,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,0.0,,,,,,,,,,,6.092,3.262,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3181.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,7.5,0.3125,0.8125,"[""visible facial injury with blood"", ""intense gaze"", ""visible hand holding object in threatening posture""]",,2.5,5.2,0.1875,0.525,strong,"[""visible facial wound with blood"", ""contamination on face and hand""]",,-0.125,-0.2875,,,,,,,,,,,6.541,3.348,15.241,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3195.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.5,5.5,0.3125,0.5625,"[""visible medical intervention (surgical incision and sutures)"", ""presence of IV tubing indicating active medical care""]",,2.5,5.5,0.1875,0.5625,strong,"[""visible wound with sutures"", ""blood on skin and tubing""]",,-0.125,0.0,,,,,,,,,,,7.434,3.401,14.755,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3213.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.5,7.5,0.3125,0.8125,"[""surgical procedure in progress"", ""visible tissue manipulation"", ""presence of medical instruments""]",,2.5,5.5,0.1875,0.5625,strong,"[""fresh exposed tissue"", ""surgical manipulation of wound"", ""visible blood""]",,-0.125,-0.25,,,,,,,,,,,6.829,3.312,16.593,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3225.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,1.5,8.5,0.0625,0.9375,"[""visible severe facial trauma and blood"", ""imminent threat implied by injury"", ""intense visual display of violence""]",,1.5,5.8,0.0625,0.6,strong,"[""fresh bodily contamination"", ""visible wounds"", ""blood on face and neck""]",,0.0,-0.3375,,,,,,,,,,,6.786,3.292,14.861,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3266.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.5,7.5,0.1875,0.8125,"[""visible severe facial trauma"", ""imminent threat implied by injury"", ""intense physical distress""]",,2.0,5.2,0.125,0.525,strong,"[""exposed tissue"", ""open wound"", ""visible decay""]",,-0.0625,-0.2875,,,,,,,,,,,6.9,3.322,14.788,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3302.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,6.5,0.5,0.6875,"[""intense facial expression of crying"", ""open mouth and strained facial muscles"", ""visible motion implied by crying""]",,3.0,6.0,0.25,0.625,strong,"[""open-mouth crying"", ""furrowed brow"", ""wide eyes""]",,-0.25,-0.0625,,,,,,,,,,,7.738,3.613,20.304,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3400.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,5.0,0.25,0.5,"[""visible biological trauma"", ""gross anatomical detail"", ""medical context""]",,2.5,4.8,0.1875,0.475,strong,"[""visible organic decay"", ""exposed tissue"", ""wetness and slime""]",,-0.0625,-0.025,,,,,,,,,,,6.33,3.288,16.194,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/3551.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.5,0.25,0.9375,"[""man with bloodied face and open mouth showing distress"", ""background smoke and apparent chaos"", ""people in disarray near aircraft""]",,2.5,7.8,0.1875,0.85,strong,"[""bloodied face and clothing"", ""imminent threat from aircraft fire"", ""crowd reacting to danger""]",,-0.0625,-0.0875,,,,,,,,,,,6.833,3.248,14.359,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4002.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.0,6.0,0.75,0.625,"[""intense direct gaze"", ""posed sensual posture"", ""dynamic ocean waves""]",,5.0,4.5,0.5,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.25,-0.1875,,,,,,,,,,,6.028,3.45,22.09,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4006.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""posed sensual posture"", ""intense direct gaze"", ""high heels and lingerie suggesting erotic context""]",,7.0,4.5,0.75,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0625,-0.125,,,,,,,,,,,6.558,3.171,21.574,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4085.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No clear affective mechanism beyond visual composition and nudity; no visible stakes, threat, or restorative environment.",False,1.0,,,7.0,7.5,0.75,0.8125,"[""explicit nudity"", ""posed sensual posture"", ""direct eye contact with viewer""]",,7.0,7.5,0.75,0.8125,,"[""explicit nudity"", ""posed sensual posture"", ""direct eye contact with viewer""]",,0.0,0.0,,,,,,,,,,,6.043,3.409,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4141.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; human presence without consequential event or strong compositional stimulation.,False,1.0,,,7.0,6.5,0.75,0.6875,"[""posed nudity with direct gaze"", ""hands raised in dynamic posture"", ""intense facial expression""]",,7.0,6.5,0.75,0.6875,,"[""posed nudity with direct gaze"", ""hands raised in dynamic posture"", ""intense facial expression""]",,0.0,0.0,,,,,,,,,,,6.311,3.215,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4210.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; human presence without consequential event or strong visual cue.,False,1.0,,,7.0,4.5,0.75,0.4375,[],,7.0,4.5,0.75,0.4375,,[],,0.0,0.0,,,,,,,,,,,6.185,3.179,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4232.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; human presence without consequential event or strong compositional stimulus.,False,1.0,,,6.5,4.5,0.6875,0.4375,[],,6.5,4.5,0.6875,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.358,3.305,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4250.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,"[""intense direct gaze"", ""wet skin and hair suggesting recent immersion or movement"", ""close-up framing emphasizing facial expression""]",,7.0,4.5,0.75,0.4375,strong,[],,0.0,-0.0625,,,,,,,,,,,6.846,3.762,19.761,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4279.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No affective mechanism dominates; human body in swimwear lacks clear emotional, threat, or restorative cues.",False,1.0,,,7.0,4.5,0.75,0.4375,[],arousal 5.0 capped to 4.5: empty activation_evidence,7.0,4.5,0.75,0.4375,,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,0.0,,,,,,,,,,,6.243,3.364,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4310.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism visible beyond neutral body posture and nudity without consequential stakes or expressive cues.,False,1.0,,,6.5,5.5,0.6875,0.5625,"[""person adjusting footwear, implying active motion""]",,6.5,5.5,0.6875,0.5625,,"[""person adjusting footwear, implying active motion""]",,0.0,0.0,,,,,,,,,,,6.152,3.328,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4460.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; human presence without consequential event or strong visual cue.,False,1.0,,,6.5,5.5,0.6875,0.5625,"[""intense facial expression"", ""muscular physique"", ""direct gaze""]",,6.5,5.5,0.6875,0.5625,,"[""intense facial expression"", ""muscular physique"", ""direct gaze""]",,0.0,0.0,,,,,,,,,,,7.279,3.236,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/4503.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral expression, no visible threat, novelty, or consequential event; body is central but not expressive.",False,0.99,,,7.0,6.0,0.75,0.625,"[""intense muscular display"", ""direct and focused gaze"", ""posed athletic stance""]",,7.0,6.0,0.75,0.625,,"[""intense muscular display"", ""direct and focused gaze"", ""posed athletic stance""]",,0.0,0.0,,,,,,,,,,,5.825,3.376,0.0,,,
